Stichdatum;PLZ;Geschlecht;Nachname;Anzahl;Rang;ORTBEZ18
2022-07-01;2576;m;Moser;6;5;Lüscherz
2022-07-01;2576;m;Huber;6;5;Lüscherz
2022-07-01;2577;w;Winkelmann;16;3;Siselen BE/Finsterhennen
2022-07-01;2577;m;Schwab;72;1;Siselen BE/Finsterhennen
2022-07-01;2603;w;Grozea;8;3;Péry
2022-07-01;2603;m;Loriol;18;2;Péry
2022-07-01;2603;m;Grosjean;13;3;Péry
2022-07-01;2603;m;Evalet;9;4;Péry
2022-07-01;2604;m;Danz;7;2;La Heutte
2022-07-01;2605;w;Zürcher;14;1;Sonceboz-Sombeval
2022-07-01;2605;w;Molinari;12;3;Sonceboz-Sombeval
2022-07-01;2605;w;Vorpe;10;4;Sonceboz-Sombeval
2022-07-01;2605;w;Pfister;10;4;Sonceboz-Sombeval
2022-07-01;2605;m;Jotterand;9;4;Sonceboz-Sombeval
2022-07-01;2605;m;Bourquin;9;4;Sonceboz-Sombeval
2022-07-01;2606;m;Gerber;18;2;Corgémont
2022-07-01;2606;m;Ertugrul;15;3;Corgémont
2022-07-01;2606;m;Kocher;13;4;Corgémont
2022-07-01;2606;m;Tschan;12;5;Corgémont
2022-07-01;2607;w;Grandjean;7;3;Cortébert
2022-07-01;2607;w;Walther;6;5;Cortébert
2022-07-01;2607;w;Wüthrich;6;5;Cortébert
2022-07-01;2607;w;Risse;6;5;Cortébert
2022-07-01;2607;w;Leiser;6;5;Cortébert
2022-07-01;2607;m;De Crescenzo;7;3;Cortébert
2022-07-01;2608;w;Beuchat;8;3;Courtelary/Mtgne-Courtelary
2022-07-01;2608;m;Vuilleumier;8;5;Courtelary/Mtgne-Courtelary
2022-07-01;2610;w;Tschanz;15;5;Mont-Soleil/Mont-Crosin/St-Imier/Les Pontins
2022-07-01;2610;m;Bourquin;28;1;Mont-Soleil/Mont-Crosin/St-Imier/Les Pontins
2022-07-01;2610;m;Berisha;20;4;Mont-Soleil/Mont-Crosin/St-Imier/Les Pontins
2022-07-01;2612;w;Ganguillet;10;1;Cormoret
2022-07-01;2612;w;n/a;5;4;Cormoret
2022-07-01;2612;m;Ganguillet;11;1;Cormoret
2022-07-01;2612;m;Geiser;7;2;Cormoret
2022-07-01;2612;m;n/a;4;5;Cormoret
2022-07-01;2613;w;Bourquin;10;2;Villeret
2022-07-01;2613;m;Maeder;7;3;Villeret
2022-07-01;2615;m;Todeschini;9;2;Montagne-Sonvilier/Sonvilier
2022-07-01;2615;m;Tanner;8;3;Montagne-Sonvilier/Sonvilier
2022-07-01;2616;w;Steiner;8;2;Renan BE/La Cibourg
2022-07-01;2616;w;n/a;5;4;Renan BE/La Cibourg
2022-07-01;2616;m;Rufener;10;1;Renan BE/La Cibourg
2022-07-01;2616;m;Haemmerli;7;3;Renan BE/La Cibourg
2022-07-01;2710;m;Habegger;15;3;Tavannes
2022-07-01;2710;m;Gyger;15;3;Tavannes
2022-07-01;2710;m;Scheidegger;14;5;Tavannes
2022-07-01;2710;m;Bangerter;14;5;Tavannes
2022-07-01;2712;m;Moser;8;2;Le Fuet
2022-07-01;2713;m;n/a;3;3;Bellelay
2022-07-01;2714;w;Humair;26;2;Les Genevez JU/Le Prédame
2022-07-01;2715;w;n/a;4;2;Châtelat/Monible
2022-07-01;2715;m;n/a;4;1;Châtelat/Monible
2022-07-01;2716;w;Neukomm;6;1;Sornetan
2022-07-01;2716;w;Bandelier;6;1;Sornetan
2022-07-01;2716;w;n/a;3;5;Sornetan
2022-07-01;2716;m;n/a;5;3;Sornetan
2022-07-01;2716;m;n/a;4;5;Sornetan
2022-07-01;2717;m;n/a;3;4;Fornet-Dessous/Rebévelier
2022-07-01;2718;w;Gerber;16;4;Lajoux JU/Fornet-Dessus
2022-07-01;2718;m;Rebetez;11;4;Lajoux JU/Fornet-Dessus
2022-07-01;2720;w;Gerber;37;2;La Tanne/Tramelan
2022-07-01;2720;w;Mathez;26;3;La Tanne/Tramelan
2022-07-01;2720;w;Habegger;23;5;La Tanne/Tramelan
2022-07-01;2720;m;Mathez;26;4;La Tanne/Tramelan
2022-07-01;2722;w;Meyer;7;2;Les Reussilles
2022-07-01;2722;w;Aellig;6;3;Les Reussilles
2022-07-01;2722;w;Sommer;6;3;Les Reussilles
2022-07-01;2722;m;Vuilleumier;10;1;Les Reussilles
2022-07-01;2722;m;Jourdain;6;3;Les Reussilles
2022-07-01;2732;w;Scheidegger;27;1;Saicourt/Reconvilier/Saules BE/Loveresse
2022-07-01;2732;w;Gerber;21;2;Saicourt/Reconvilier/Saules BE/Loveresse
2022-07-01;2732;m;Boillat;22;2;Saicourt/Reconvilier/Saules BE/Loveresse
2022-07-01;2732;m;Neukomm;13;5;Saicourt/Reconvilier/Saules BE/Loveresse
2022-07-01;2733;w;n/a;5;2;Pontenet
2022-07-01;2733;w;n/a;4;3;Pontenet
2022-07-01;2733;m;Hirschi;8;1;Pontenet
2022-07-01;2733;m;Bläsi;8;1;Pontenet
2022-07-01;2733;m;Gerber;7;3;Pontenet
2022-07-01;2733;m;Kummer;6;4;Pontenet
2022-07-01;2735;w;Houmard;21;1;Champoz/Malleray/Bévilard
2022-07-01;2735;w;Charpilloz;16;5;Champoz/Malleray/Bévilard
2022-07-01;2736;w;Burkhalter;8;1;Sorvilier
2022-07-01;2736;w;Anderegg;8;1;Sorvilier
2022-07-01;2736;w;n/a;4;5;Sorvilier
2022-07-01;2736;m;Romy;9;1;Sorvilier
2022-07-01;2738;w;Hostettmann;12;3;Court
2022-07-01;2738;w;Leuenberger;11;4;Court
2022-07-01;2738;w;Frei;11;4;Court
2022-07-01;2738;m;Hostettmann;18;2;Court
2022-07-01;2740;w;Gerber;29;1;Moutier
2022-07-01;2740;w;Kohler;19;2;Moutier
2022-07-01;2740;w;Roos;17;4;Moutier
2022-07-01;2740;m;Steiner;20;3;Moutier
2022-07-01;2740;m;Schaller;19;4;Moutier
2022-07-01;2742;w;Mérillat;12;1;Perrefitte
2022-07-01;2742;w;Heyer;6;5;Perrefitte
2022-07-01;2742;m;Mérillat;11;1;Perrefitte
2022-07-01;2742;m;Heyer;6;3;Perrefitte
2022-07-01;2742;m;n/a;5;5;Perrefitte
2022-07-01;2743;w;Leuenberger;12;1;Eschert
2022-07-01;2743;w;n/a;5;2;Eschert
2022-07-01;2743;m;Ganguin;8;1;Eschert
2022-07-01;2743;m;Naine;7;2;Eschert
2022-07-01;2743;m;Koch;6;3;Eschert
2022-07-01;2744;m;Chédel;6;1;Belprahon
2022-07-01;2744;m;n/a;5;2;Belprahon
2022-07-01;2745;m;Wisard;11;1;Grandval
2022-07-01;2746;w;Roos;8;1;Crémines
2022-07-01;2746;w;Ganguin;7;2;Crémines
2022-07-01;2746;w;Gerber;6;4;Crémines
2022-07-01;2746;w;Miserez;6;4;Crémines
2022-07-01;2746;m;Habegger;9;3;Crémines
2022-07-01;2747;w;Stoller;8;1;Seehof/Corcelles BE
2022-07-01;2747;m;Begert;8;1;Seehof/Corcelles BE
2022-07-01;2747;m;Gigandet;6;4;Seehof/Corcelles BE
2022-07-01;2747;m;Allemann;6;4;Seehof/Corcelles BE
2022-07-01;2748;w;n/a;5;2;Souboz/Les Ecorcheresses
2022-07-01;2748;w;n/a;4;4;Souboz/Les Ecorcheresses
2022-07-01;2762;m;Habegger;8;1;Roches BE
2022-07-01;2762;m;n/a;4;3;Roches BE
2022-07-01;;m;n/a;2;5;
2022-07-01;1003;w;Perret;8;5;Lausanne
2022-07-01;1003;m;Nguyen;19;3;Lausanne
2022-07-01;1004;m;Meylan;33;3;Lausanne
2022-07-01;1005;w;Martin;14;5;Lausanne
2022-07-01;1005;m;Muller;15;4;Lausanne
2022-07-01;1006;m;Martin;22;1;Lausanne
2022-07-01;1007;w;Nguyen;26;2;Lausanne
2022-07-01;1007;w;Garcia;16;5;Lausanne
2022-07-01;1007;m;Nguyen;28;1;Lausanne
2022-07-01;1007;m;Da Silva;22;5;Lausanne
2022-07-01;1009;w;Meyer;30;2;Pully
2022-07-01;1010;w;Berisha;13;5;Lausanne
2022-07-01;1010;m;Berisha;22;2;Lausanne
2022-07-01;1012;m;Nguyen;13;5;Lausanne
2022-07-01;1015;w;n/a;2;1;Lausanne
2022-07-01;1018;w;Martin;21;3;Lausanne
2022-07-01;1018;m;Gashi;24;3;Lausanne
2022-07-01;1018;m;Lopez;22;5;Lausanne
2022-07-01;1020;w;Pereira;27;5;Renens VD
2022-07-01;1020;m;Ozcan;33;4;Renens VD
2022-07-01;1023;w;Rodrigues;12;3;Crissier
2022-07-01;1023;w;Lopez;9;5;Crissier
2022-07-01;1024;w;Nguyen;17;3;Ecublens VD
2022-07-01;1024;w;Salihi;16;5;Ecublens VD
2022-07-01;1024;m;Nguyen;23;1;Ecublens VD
2022-07-01;1024;m;Yilmaz;22;2;Ecublens VD
2022-07-01;1024;m;Salihi;16;4;Ecublens VD
2022-07-01;1025;m;Meylan;9;4;St-Sulpice VD
2022-07-01;1026;m;Diserens;10;5;Denges/Echandens
2022-07-01;1027;w;Giannini;7;2;Lonay
2022-07-01;1263;m;Berlie;10;2;Crassier
2022-07-01;1263;m;Py;6;3;Crassier
2022-07-01;1265;m;Salino;6;1;La Cure
2022-07-01;1265;m;n/a;4;2;La Cure
2022-07-01;1266;w;Frei;7;1;Duillier
2022-07-01;1266;m;Josseron;6;4;Duillier
2022-07-01;1266;m;Chambaz;6;4;Duillier
2022-07-01;1267;m;Jaggi;13;1;Vich/Coinsins
2022-07-01;1267;m;Menoud;6;4;Vich/Coinsins
2022-07-01;1268;w;Métroz;9;4;Burtigny/Begnins
2022-07-01;1268;w;Siegrist;7;5;Burtigny/Begnins
2022-07-01;1268;w;Gutzwiller;7;5;Burtigny/Begnins
2022-07-01;1269;w;Martignier;6;3;Bassins
2022-07-01;1270;w;Baumann;7;4;Trélex
2022-07-01;1270;m;Martin;8;4;Trélex
2022-07-01;1271;w;Baumgartner;8;1;Givrins
2022-07-01;1271;m;Bory;7;1;Givrins
2022-07-01;1271;m;Pecorini;6;2;Givrins
2022-07-01;1272;m;Richard;10;3;Genolier
2022-07-01;1272;m;Macheret;8;5;Genolier
2022-07-01;1273;w;Badan;8;3;Arzier-Le Muids
2022-07-01;1273;w;Berger;8;3;Arzier-Le Muids
2022-07-01;1273;m;Vuille;12;3;Arzier-Le Muids
2022-07-01;1274;w;Qusaj;7;2;Grens/Signy
2022-07-01;1274;m;Pradervand;8;1;Grens/Signy
2022-07-01;1274;m;Chappuis;6;4;Grens/Signy
2022-07-01;1275;m;Ansermet;14;1;Chéserex
2022-07-01;1276;w;Joly;7;2;Gingins
2022-07-01;1277;w;n/a;5;5;Borex/Arnex-sur-Nyon
2022-07-01;1278;m;Wiederkehr;6;3;La Rippe
2022-07-01;1278;m;n/a;5;5;La Rippe
2022-07-01;1279;m;Duboux;7;2;Chavannes-de-Bogis/Bogis-Bossey
2022-07-01;1281;m;Hutin;6;2;Russin
2022-07-01;1281;m;n/a;5;3;Russin
2022-07-01;1285;m;Meyer;15;1;Athenaz (Avusy)
2022-07-01;1285;m;Iseli;10;2;Athenaz (Avusy)
2022-07-01;1285;m;Grandjean;8;3;Athenaz (Avusy)
2022-07-01;1285;m;Terrier;8;3;Athenaz (Avusy)
2022-07-01;1286;m;Fontaine;18;2;Soral
2022-07-01;1287;w;n/a;4;5;Laconnex
2022-07-01;1287;m;Thévenoz;7;3;Laconnex
2022-07-01;1288;w;Duperrier;6;2;Aire-la-Ville
2022-07-01;1288;m;n/a;5;4;Aire-la-Ville
2022-07-01;1291;w;Favre;10;1;Commugny
2022-07-01;1291;w;Rodieux;7;3;Commugny
2022-07-01;1291;m;Favre;8;2;Commugny
2022-07-01;1291;m;Murphy;8;2;Commugny
2022-07-01;1292;w;De Rothschild;19;1;Chambésy
2022-07-01;1292;w;Mach;7;3;Chambésy
2022-07-01;1292;w;Wells;6;4;Chambésy
2022-07-01;1292;m;Aga Khan;8;1;Chambésy
2022-07-01;1292;m;Müller;8;1;Chambésy
2022-07-01;1292;m;Zhang;7;5;Chambésy
2022-07-01;1293;w;Lee;9;1;Bellevue
2022-07-01;1293;w;Soliman;8;2;Bellevue
2022-07-01;1293;w;Morattel;7;3;Bellevue
2022-07-01;1293;w;Mercier;6;5;Bellevue
2022-07-01;1293;w;Spierer;6;5;Bellevue
2022-07-01;1293;w;Morel;6;5;Bellevue
2022-07-01;1293;m;Fraga;7;3;Bellevue
2022-07-01;1293;m;Kessler;7;3;Bellevue
2022-07-01;1293;m;Guerne;7;3;Bellevue
2022-07-01;1294;w;Filippone;9;1;Genthod
2022-07-01;1294;w;Wuscher;6;5;Genthod
2022-07-01;1294;w;Bonito;6;5;Genthod
2022-07-01;1294;w;Merkt;6;5;Genthod
2022-07-01;1294;w;Tarimo;6;5;Genthod
2022-07-01;1294;w;Tétaz;6;5;Genthod
2022-07-01;1294;w;Stalder;6;5;Genthod
2022-07-01;1294;m;Schütz;8;2;Genthod
2022-07-01;1294;m;Alderton;7;5;Genthod
2022-07-01;1294;m;Renaud;7;5;Genthod
2022-07-01;1294;m;Firmenich;7;5;Genthod
2022-07-01;1295;w;Hug;10;1;Tannay/Mies
2022-07-01;1295;w;Tchamkerten;7;3;Tannay/Mies
2022-07-01;1296;w;Cherbuin;9;2;Coppet
2022-07-01;1297;w;Khan;9;2;Founex
2022-07-01;1297;w;Balmer;7;4;Founex
2022-07-01;1297;m;Lecocq;10;3;Founex
2022-07-01;1297;m;Balmer;9;5;Founex
2022-07-01;1299;w;Rochat;13;2;Crans VD
2022-07-01;1299;w;Gobet;8;5;Crans VD
2022-07-01;1299;m;Glatz;9;1;Crans VD
2022-07-01;1299;m;Idalene;8;4;Crans VD
2022-07-01;1302;w;n/a;5;2;Vufflens-la-Ville
2022-07-01;1302;m;Meylan;6;3;Vufflens-la-Ville
2022-07-01;1303;w;Wisler;6;1;Penthaz
2022-07-01;1303;w;Mombelli;6;1;Penthaz
2022-07-01;1303;m;Bra;6;5;Penthaz
2022-07-01;1303;m;Meyer;6;5;Penthaz
2022-07-01;1304;w;Poget;10;4;Dizy/Senarclens/Cossonay-Ville/Allens
2022-07-01;1304;m;Hoffmann;14;3;Dizy/Senarclens/Cossonay-Ville/Allens
2022-07-01;1305;w;Martin;9;5;Penthalaz
2022-07-01;1305;w;Hoxha;9;5;Penthalaz
2022-07-01;1305;m;Borgeaud;12;2;Penthalaz
2022-07-01;1305;m;Golay;9;3;Penthalaz
2022-07-01;1306;m;Trolliet;7;4;Daillens
2022-07-01;1307;w;Chappuis;6;1;Lussery-Villars
2022-07-01;1307;w;n/a;5;3;Lussery-Villars
2022-07-01;1307;w;n/a;4;5;Lussery-Villars
2022-07-01;1307;m;n/a;5;5;Lussery-Villars
2022-07-01;1308;w;Guex;12;1;La Chaux-Cossonay
2022-07-01;1308;w;n/a;4;5;La Chaux-Cossonay
2022-07-01;1308;m;Blaser;6;3;La Chaux-Cossonay
2022-07-01;1312;m;Rochat;13;2;Eclépens
2022-07-01;1312;m;Joliquin;8;3;Eclépens
2022-07-01;1313;w;Pingoud;6;1;Ferreyres
2022-07-01;1313;m;Pingoud;6;2;Ferreyres
2022-07-01;1313;m;n/a;5;3;Ferreyres
2022-07-01;1315;w;Llabjani;10;1;La Sarraz
2022-07-01;1315;w;Rochat;9;4;La Sarraz
2022-07-01;1315;w;Bloch;8;5;La Sarraz
2022-07-01;1315;m;Llabjani;10;2;La Sarraz
2022-07-01;1316;w;Braissant;9;2;Chevilly
2022-07-01;1316;w;n/a;4;5;Chevilly
2022-07-01;1317;w;Llabjani;8;2;Orny
2022-07-01;1317;w;Clerc;7;3;Orny
2022-07-01;1317;m;Pavillard;17;1;Orny
2022-07-01;1317;m;Messeiller;12;2;Orny
2022-07-01;1317;m;n/a;5;3;Orny
2022-07-01;1318;w;Favey;6;2;Pompaples
2022-07-01;1318;m;Favey;7;2;Pompaples
2022-07-01;1318;m;Besson;6;5;Pompaples
2022-07-01;1321;w;Michel;7;5;Arnex-sur-Orbe
2022-07-01;1321;m;Bovet;28;2;Arnex-sur-Orbe
2022-07-01;1321;m;Gauthey;13;4;Arnex-sur-Orbe
2022-07-01;1322;w;Chevalier;6;3;Croy
2022-07-01;1322;m;Reymond;12;1;Croy
2022-07-01;1323;w;Arsenijevic;6;3;Romainmôtier
2022-07-01;1323;w;Blanc;6;3;Romainmôtier
2022-07-01;1323;m;Zimmermann;6;1;Romainmôtier
2022-07-01;1324;w;Candaux;11;1;Premier
2022-07-01;1324;w;n/a;4;3;Premier
2022-07-01;1324;m;Candaux;7;1;Premier
2022-07-01;1325;w;Reymond;15;2;Vaulion
2022-07-01;1325;m;Magnenat;18;1;Vaulion
2022-07-01;1325;m;Delacuisine;6;5;Vaulion
2022-07-01;1326;w;Grandjean;12;1;Juriens
2022-07-01;1326;w;Charotton;6;4;Juriens
2022-07-01;1326;w;Christen;6;4;Juriens
2022-07-01;1326;m;Chezeaux;8;3;Juriens
2022-07-01;1326;m;Curtet;6;4;Juriens
2022-07-01;1329;w;n/a;4;3;Bretonnières
2022-07-01;1329;m;Conod;7;1;Bretonnières
2022-07-01;1329;m;Berthoud;6;2;Bretonnières
2022-07-01;1337;w;Jaillet;16;2;Vallorbe
2022-07-01;1337;w;Kolly;14;3;Vallorbe
2022-07-01;1337;w;Audemars;12;5;Vallorbe
2022-07-01;1337;m;Gashi;19;1;Vallorbe
2022-07-01;1338;w;Leresche;38;1;Ballaigues
2022-07-01;1338;w;Poncet;20;3;Ballaigues
2022-07-01;1338;w;Dioguardi;15;4;Ballaigues
2022-07-01;1338;m;Leresche;47;1;Ballaigues
2022-07-01;1338;m;Poncet;17;3;Ballaigues
2022-07-01;1338;m;Santschi;10;4;Ballaigues
2022-07-01;1341;m;Meylan;22;1;L'Orient
2022-07-01;1341;m;Golay;11;2;L'Orient
2022-07-01;1342;w;Rochat;35;1;Le Pont
2022-07-01;1342;w;Bifrare;16;2;Le Pont
2022-07-01;1342;m;Rochat;37;1;Le Pont
2022-07-01;1342;m;Bifrare;10;2;Le Pont
2022-07-01;1342;m;Berney;8;3;Le Pont
2022-07-01;1343;w;n/a;4;5;Les Charbonnières
2022-07-01;1343;m;Golay;19;2;Les Charbonnières
2022-07-01;1344;w;Rochat;21;1;L'Abbaye
2022-07-01;1344;m;Meylan;6;4;L'Abbaye
2022-07-01;1345;w;Dépraz;7;5;Le Séchey/Le Lieu
2022-07-01;1345;m;Guignard;15;1;Le Séchey/Le Lieu
2022-07-01;1346;w;Rochat;49;1;Les Bioux
2022-07-01;1346;w;Reymond;11;3;Les Bioux
2022-07-01;1347;w;Meylan;52;2;Le Solliat/Le Sentier
2022-07-01;1347;w;Piguet;18;5;Le Solliat/Le Sentier
2022-07-01;1347;m;Golay;48;2;Le Solliat/Le Sentier
2022-07-01;1347;m;Reymond;27;4;Le Solliat/Le Sentier
2022-07-01;1348;w;Rochat;32;2;Le Brassus
2022-07-01;1348;w;Golay;23;3;Le Brassus
2022-07-01;1348;w;Berney;16;5;Le Brassus
2022-07-01;1348;m;Rochat;45;1;Le Brassus
2022-07-01;1350;w;Bovet;17;2;Orbe
2022-07-01;1350;w;Rodrigues;14;3;Orbe
2022-07-01;1352;w;Petermann;8;2;Agiez
2022-07-01;1352;w;Baudraz;7;3;Agiez
2022-07-01;1352;m;Baudraz;6;1;Agiez
2022-07-01;1352;m;Petermann;6;1;Agiez
2022-07-01;1353;w;n/a;4;3;Bofflens
2022-07-01;1354;w;Martin;14;1;Montcherand
2022-07-01;1354;w;Hiertzeler;6;3;Montcherand
2022-07-01;1354;m;Simon;6;3;Montcherand
2022-07-01;1355;m;n/a;5;5;L'Abergement/Sergey
2022-07-01;1356;w;Conod;14;1;Les Clées/La Russille
2022-07-01;1356;m;Conod;16;1;Les Clées/La Russille
2022-07-01;1356;m;Lambercy;6;2;Les Clées/La Russille
2022-07-01;1356;m;n/a;4;3;Les Clées/La Russille
2022-07-01;1357;w;Poget;8;1;Lignerolle
2022-07-01;1357;w;n/a;4;5;Lignerolle
2022-07-01;1357;m;Petermann;10;1;Lignerolle
2022-07-01;1358;w;Ravey;6;3;Valeyres-Rances
2022-07-01;1358;w;Bornand;6;3;Valeyres-Rances
2022-07-01;1358;m;Weidmann;10;2;Valeyres-Rances
2022-07-01;1358;m;Conrad;7;3;Valeyres-Rances
2022-07-01;1372;w;Salzmann;15;1;Bavois
2022-07-01;1372;w;Dolivo;7;4;Bavois
2022-07-01;1372;m;Favre;8;4;Bavois
2022-07-01;1373;w;Duvillard;10;5;Chavornay
2022-07-01;1373;m;Duvillard;11;5;Chavornay
2022-07-01;1374;m;Verly;6;1;Corcelles-Chavorn
2022-07-01;1374;m;n/a;4;4;Corcelles-Chavorn
2022-07-01;1375;w;n/a;5;4;Penthéréaz
2022-07-01;1376;w;Bezençon;22;1;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;w;Jaquier;8;3;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;w;Marguerat;7;4;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;w;Rochat;6;5;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;w;Brunner;6;5;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;w;Staub;6;5;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;m;Aeschbach;6;5;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1376;m;Vincent;6;5;Goumoens-la-Ville/Eclagnens/Goumoens-le-Jux
2022-07-01;1377;w;Clavel;10;1;Oulens-Echallens
2022-07-01;1377;m;Linder;6;4;Oulens-Echallens
2022-07-01;1400;w;Martin;68;1;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1400;w;Favre;65;2;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1400;w;Chevalley;54;3;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1400;m;Muminovic;44;2;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1400;m;Favre;42;3;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1400;m;Rochat;38;5;Yverdon-les-Bains/Cheseaux-Noréaz
2022-07-01;1404;w;Gendroz;9;1;Cuarny/Villars-Epeney
2022-07-01;1404;w;n/a;4;4;Cuarny/Villars-Epeney
2022-07-01;1404;m;Roulier;10;1;Cuarny/Villars-Epeney
2022-07-01;1404;m;Gendroz;9;2;Cuarny/Villars-Epeney
2022-07-01;1404;m;n/a;5;4;Cuarny/Villars-Epeney
2022-07-01;1405;w;Cuche;7;3;Pomy
2022-07-01;1405;w;Favre;7;3;Pomy
2022-07-01;1406;w;Viquerat;9;1;Cronay
2022-07-01;1406;w;Duruz;8;2;Cronay
2022-07-01;1406;w;Flaction;6;3;Cronay
2022-07-01;1406;m;Viquerat;13;1;Cronay
2022-07-01;1407;w;Gavillet;7;4;Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2022-07-01;1407;w;Curchod;6;5;Bioley-Magnoux/Gossens/Mézery-Donneloye/Donneloye
2022-07-01;1408;m;Bovey;9;1;Prahins
2022-07-01;1408;m;Jaquier;6;3;Prahins
2022-07-01;1408;m;n/a;4;4;Prahins
2022-07-01;1409;w;Cornu;6;2;Chanéaz
2022-07-01;1409;w;n/a;3;3;Chanéaz
2022-07-01;1409;m;Bovey;11;1;Chanéaz
2022-07-01;1409;m;Cornu;6;2;Chanéaz
2022-07-01;1409;m;n/a;5;3;Chanéaz
2022-07-01;1410;m;Pidoux;20;2;St-Cierges/Prévondavaux/Correvon/Thierrens/Denezy
2022-07-01;1412;m;Burdet;12;3;Valeyres-Ursins/Ursins
2022-07-01;1413;m;n/a;5;2;Orzens
2022-07-01;1413;m;n/a;3;5;Orzens
2022-07-01;1415;w;Jaquiéry;7;3;Molondin/Démoret
2022-07-01;1415;w;Fankhauser;6;5;Molondin/Démoret
2022-07-01;1415;m;Jaquier;11;1;Molondin/Démoret
2022-07-01;1416;w;Buffat;8;2;Pailly
2022-07-01;1416;m;Buffat;9;2;Pailly
2022-07-01;1416;m;n/a;5;4;Pailly
2022-07-01;1417;w;Auberson;13;2;Essertines-Yverdon/Epautheyres
2022-07-01;1417;w;Ducret;9;3;Essertines-Yverdon/Epautheyres
2022-07-01;1417;m;Auberson;14;3;Essertines-Yverdon/Epautheyres
2022-07-01;1417;m;Collet;8;4;Essertines-Yverdon/Epautheyres
2022-07-01;1417;m;Jacot;7;5;Essertines-Yverdon/Epautheyres
2022-07-01;1418;w;Marendaz;6;2;Vuarrens
2022-07-01;1418;w;n/a;5;4;Vuarrens
2022-07-01;1418;m;Besson;7;4;Vuarrens
2022-07-01;1418;m;Dutoit;7;4;Vuarrens
2022-07-01;1420;m;Patthey;6;2;Fiez
2022-07-01;1421;w;n/a;5;2;Fontaines-Grandson/Grandevent
2022-07-01;1422;w;Chevallier;11;2;Grandson
2022-07-01;1422;w;Rochat;11;2;Grandson
2022-07-01;1422;m;Reymond;11;2;Grandson
2022-07-01;1422;m;Rochat;10;4;Grandson
2022-07-01;1423;w;Tschümperlin;6;3;Romairon/Villars-Burquin/Fontanezier/Vaugondry
2022-07-01;1424;w;Dagon;7;2;Champagne
2022-07-01;1424;m;Guilloud;10;1;Champagne
2022-07-01;1424;m;Loup;6;4;Champagne
2022-07-01;1425;m;Mutrux;6;2;Onnens VD
2022-07-01;1425;m;n/a;5;3;Onnens VD
2022-07-01;1426;w;Leuenberger;8;3;Corcelles-Concise/Concise
2022-07-01;1426;w;Girod;7;5;Corcelles-Concise/Concise
2022-07-01;1427;w;Bidlingmeyer;10;2;Bonvillars
2022-07-01;1427;m;n/a;5;3;Bonvillars
2022-07-01;1428;w;Favre;18;1;Mutrux/Provence
2022-07-01;1428;w;Vuillermet;7;4;Mutrux/Provence
2022-07-01;1430;w;Perrier;7;1;Orges
2022-07-01;1430;w;n/a;4;2;Orges
2022-07-01;1430;m;Perrier;9;1;Orges
2022-07-01;1431;m;n/a;4;1;Vugelles-La Mothe/Novalles
2022-07-01;1432;w;Henrioud;9;2;Belmont-Yverdon/Gressy
2022-07-01;1432;m;Grin;17;1;Belmont-Yverdon/Gressy
2022-07-01;1432;m;Henrioud;10;2;Belmont-Yverdon/Gressy
2022-07-01;1432;m;Maeder;7;3;Belmont-Yverdon/Gressy
2022-07-01;1433;m;Pittet;7;3;Suchy
2022-07-01;1434;w;n/a;5;3;Ependes VD
2022-07-01;1434;m;n/a;4;3;Ependes VD
2022-07-01;1435;m;Berger;7;1;Essert-Pittet
2022-07-01;1436;m;Leimer;11;1;Treycovagnes/Chamblon
2022-07-01;1436;m;n/a;5;3;Treycovagnes/Chamblon
2022-07-01;1437;w;Décoppet;14;1;Suscévaz
2022-07-01;1437;w;Thonney;6;3;Suscévaz
2022-07-01;1437;w;n/a;4;4;Suscévaz
2022-07-01;1438;w;Marendaz;15;1;Mathod
2022-07-01;1438;w;Rochat;11;2;Mathod
2022-07-01;1438;m;Marendaz;20;1;Mathod
2022-07-01;1438;m;Hernan;6;4;Mathod
2022-07-01;1439;m;Guignard;11;1;Rances
2022-07-01;1441;w;Pillard;6;2;Valeyres-Montagny
2022-07-01;1441;w;n/a;5;4;Valeyres-Montagny
2022-07-01;1441;m;Di Pietrantonio;8;1;Valeyres-Montagny
2022-07-01;1442;w;Martin;8;1;Montagny-Yverdon
2022-07-01;1442;m;Cochet;6;3;Montagny-Yverdon
2022-07-01;1442;m;Martin;6;3;Montagny-Yverdon
2022-07-01;1443;w;Chapuis;7;3;Villars-Champvent/Champvent/Essert-s-Champvent
