Stichdatum;PLZ;Geschlecht;Vorname;Anzahl;Rang;ORTBEZ18
2022-07-01;9427;m;Hans;24;3;Wolfhalden
2022-07-01;9427;m;Christian;20;4;Wolfhalden
2022-07-01;9428;w;Ruth;20;1;Walzenhausen
2022-07-01;9428;w;Andrea;19;2;Walzenhausen
2022-07-01;9428;w;Claudia;19;2;Walzenhausen
2022-07-01;9428;w;Esther;18;4;Walzenhausen
2022-07-01;9428;w;Karin;15;5;Walzenhausen
2022-07-01;9430;m;Andreas;40;4;St. Margrethen SG
2022-07-01;9434;w;Manuela;32;4;Au SG
2022-07-01;9434;m;Marco;49;3;Au SG
2022-07-01;9434;m;Martin;45;5;Au SG
2022-07-01;9435;w;Claudia;19;5;Heerbrugg
2022-07-01;9435;m;Thomas;50;1;Heerbrugg
2022-07-01;9435;m;Christian;39;3;Heerbrugg
2022-07-01;9435;m;Stefan;35;4;Heerbrugg
2022-07-01;9436;w;Maria;32;3;Balgach
2022-07-01;9436;w;Monika;29;4;Balgach
2022-07-01;9436;m;Andreas;53;2;Balgach
2022-07-01;9437;m;Michael;27;1;Marbach SG
2022-07-01;9437;m;Andreas;18;4;Marbach SG
2022-07-01;9442;w;Maria;40;1;Berneck/Büriswilen
2022-07-01;9442;w;Andrea;31;2;Berneck/Büriswilen
2022-07-01;9442;w;Karin;28;4;Berneck/Büriswilen
2022-07-01;9442;w;Erika;27;5;Berneck/Büriswilen
2022-07-01;9442;m;Peter;56;2;Berneck/Büriswilen
2022-07-01;9442;m;Markus;52;3;Berneck/Büriswilen
2022-07-01;9442;m;Michael;48;4;Berneck/Büriswilen
2022-07-01;9443;w;Claudia;69;1;Widnau
2022-07-01;9443;w;Karin;62;4;Widnau
2022-07-01;9443;w;Sandra;55;5;Widnau
2022-07-01;9443;m;Thomas;112;1;Widnau
2022-07-01;9444;w;Claudia;44;1;Diepoldsau
2022-07-01;9444;w;Ursula;36;5;Diepoldsau
2022-07-01;9444;m;Markus;66;3;Diepoldsau
2022-07-01;9445;w;Maria;41;1;Rebstein
2022-07-01;9445;w;Andrea;28;3;Rebstein
2022-07-01;9445;w;Claudia;28;3;Rebstein
2022-07-01;9445;m;Peter;49;2;Rebstein
2022-07-01;9445;m;Michael;47;3;Rebstein
2022-07-01;9445;m;Markus;42;5;Rebstein
2022-07-01;9450;w;Maria;99;1;Lüchingen/Altstätten SG
2022-07-01;9450;w;Karin;70;3;Lüchingen/Altstätten SG
2022-07-01;9450;w;Monika;68;5;Lüchingen/Altstätten SG
2022-07-01;9450;m;Peter;143;1;Lüchingen/Altstätten SG
2022-07-01;9450;m;Thomas;116;3;Lüchingen/Altstätten SG
2022-07-01;9450;m;Josef;115;4;Lüchingen/Altstätten SG
2022-07-01;9451;w;Petra;16;2;Kriessern
2022-07-01;9451;w;Sandra;13;5;Kriessern
2022-07-01;9451;w;Manuela;13;5;Kriessern
2022-07-01;9452;w;Monika;9;4;Hinterforst
2022-07-01;9452;w;Andrea;8;5;Hinterforst
2022-07-01;9452;m;Markus;13;3;Hinterforst
2022-07-01;9452;m;Thomas;13;3;Hinterforst
2022-07-01;9462;w;Daniela;15;3;Montlingen
2022-07-01;9462;m;Stefan;21;5;Montlingen
2022-07-01;9463;w;Monika;39;2;Oberriet SG
2022-07-01;9463;m;Thomas;60;5;Oberriet SG
2022-07-01;9464;w;Nadine;20;4;Lienz/Rüthi (Rheintal)
2022-07-01;9464;m;Martin;35;4;Lienz/Rüthi (Rheintal)
2022-07-01;9465;w;Maria;6;5;Salez
2022-07-01;9465;w;Monika;6;5;Salez
2022-07-01;9465;m;Stefan;10;3;Salez
2022-07-01;9465;m;Martin;9;4;Salez
2022-07-01;9466;w;Maria;15;2;Sennwald
2022-07-01;9466;w;Sandra;15;2;Sennwald
2022-07-01;9466;w;Heidi;11;4;Sennwald
2022-07-01;9466;m;Peter;26;3;Sennwald
2022-07-01;9466;m;Hans;23;4;Sennwald
2022-07-01;9466;m;Michael;22;5;Sennwald
2022-07-01;9467;w;Elisabeth;9;1;Frümsen
2022-07-01;9467;w;Andrea;6;5;Frümsen
2022-07-01;9467;m;Martin;12;1;Frümsen
2022-07-01;9468;w;Manuela;7;4;Sax
2022-07-01;9468;m;Daniel;13;3;Sax
2022-07-01;9468;m;Martin;10;5;Sax
2022-07-01;9468;m;Markus;10;5;Sax
2022-07-01;9469;w;Silvia;8;2;Haag (Rheintal)
2022-07-01;9469;w;Elisabeth;7;5;Haag (Rheintal)
2022-07-01;9469;w;Ruth;7;5;Haag (Rheintal)
2022-07-01;9469;m;Hans;13;5;Haag (Rheintal)
2022-07-01;9470;w;Maria;122;1;Werdenberg/Buchs SG
2022-07-01;9470;w;Elisabeth;78;4;Werdenberg/Buchs SG
2022-07-01;9472;w;Margrit;45;3;Grabs/Grabserberg
2022-07-01;9472;m;Andreas;94;3;Grabs/Grabserberg
2022-07-01;9472;m;Thomas;76;5;Grabs/Grabserberg
2022-07-01;9473;w;Andrea;30;1;Gams
2022-07-01;9473;w;Heidi;25;3;Gams
2022-07-01;9473;m;Josef;52;1;Gams
2022-07-01;9475;w;Anna;40;1;Sevelen
2022-07-01;9475;w;Elisabeth;25;4;Sevelen
2022-07-01;9476;w;Heidi;10;3;Weite/Fontnas
2022-07-01;9476;w;Barbara;10;3;Weite/Fontnas
2022-07-01;9476;w;Sandra;10;3;Weite/Fontnas
2022-07-01;9476;m;Walter;22;1;Weite/Fontnas
2022-07-01;9476;m;Michael;12;4;Weite/Fontnas
2022-07-01;9476;m;Andreas;12;4;Weite/Fontnas
2022-07-01;9477;w;Maria;20;1;Trübbach
2022-07-01;9477;w;Silvia;10;2;Trübbach
2022-07-01;9477;w;Tanja;9;3;Trübbach
2022-07-01;9477;w;Sonja;8;5;Trübbach
2022-07-01;9477;w;Sandra;8;5;Trübbach
2022-07-01;9477;m;Hans;16;2;Trübbach
2022-07-01;9477;m;Thomas;13;3;Trübbach
2022-07-01;9477;m;Roland;11;5;Trübbach
2022-07-01;9477;m;Christian;11;5;Trübbach
2022-07-01;9478;w;Anna;16;1;Azmoos
2022-07-01;9478;w;Silvia;11;5;Azmoos
2022-07-01;9478;m;Werner;19;2;Azmoos
2022-07-01;9479;w;Monika;7;4;Gretschins/Oberschan/Malans SG
2022-07-01;9500;m;Michael;135;3;Wil SG
2022-07-01;9502;w;Claudia;12;1;Braunau
2022-07-01;9502;w;Jasmin;6;4;Braunau
2022-07-01;9502;w;Sonja;6;4;Braunau
2022-07-01;9502;w;Vreni;6;4;Braunau
2022-07-01;9502;w;Bettina;6;4;Braunau
2022-07-01;9503;w;n/a;3;2;Lanterswil/Stehrenberg
2022-07-01;9503;m;n/a;5;1;Lanterswil/Stehrenberg
2022-07-01;9503;m;n/a;3;4;Lanterswil/Stehrenberg
2022-07-01;9504;m;Martin;6;2;Friltschen
2022-07-01;9506;w;Monika;10;1;Lommis
2022-07-01;9506;w;Susanne;8;2;Lommis
2022-07-01;9506;w;Ruth;7;3;Lommis
2022-07-01;9506;w;Valentina;6;4;Lommis
2022-07-01;9506;w;Sonja;6;4;Lommis
2022-07-01;9506;m;Markus;7;5;Lommis
2022-07-01;9506;m;Peter;7;5;Lommis
2022-07-01;9507;w;Erika;10;2;Stettfurt
2022-07-01;9507;w;Sandra;9;4;Stettfurt
2022-07-01;9507;w;Cornelia;9;4;Stettfurt
2022-07-01;9507;m;Thomas;14;2;Stettfurt
2022-07-01;9507;m;Stefan;13;4;Stettfurt
2022-07-01;9508;w;n/a;4;5;Weingarten-Kalth
2022-07-01;9512;w;Andrea;12;2;Rossrüti
2022-07-01;9512;w;Maria;12;2;Rossrüti
2022-07-01;9512;w;Barbara;9;4;Rossrüti
2022-07-01;9512;w;Angela;9;4;Rossrüti
2022-07-01;9512;m;Martin;21;1;Rossrüti
2022-07-01;9512;m;Urs;15;2;Rossrüti
2022-07-01;9512;m;Andreas;14;3;Rossrüti
2022-07-01;9512;m;Michael;13;4;Rossrüti
2022-07-01;9512;m;Paul;11;5;Rossrüti
2022-07-01;9514;w;Monika;14;1;Wuppenau
2022-07-01;9514;w;Heidi;6;4;Wuppenau
2022-07-01;9514;w;Anna;6;4;Wuppenau
2022-07-01;9514;m;Stefan;10;1;Wuppenau
2022-07-01;9514;m;Christian;9;2;Wuppenau
2022-07-01;9514;m;Martin;9;2;Wuppenau
2022-07-01;9515;m;Michael;8;3;Hosenruck
2022-07-01;9515;m;Daniel;8;3;Hosenruck
2022-07-01;9515;m;Urs;7;5;Hosenruck
2022-07-01;9515;m;Beat;7;5;Hosenruck
2022-07-01;9517;w;n/a;4;5;Mettlen
2022-07-01;9517;m;Marco;8;1;Mettlen
2022-07-01;9523;w;Sandra;9;2;Züberwangen
2022-07-01;9523;w;Andrea;9;2;Züberwangen
2022-07-01;9523;w;Karin;9;2;Züberwangen
2022-07-01;9523;m;Peter;14;1;Züberwangen
2022-07-01;9524;w;Daniela;28;1;Zuzwil SG
2022-07-01;9524;w;Karin;28;1;Zuzwil SG
2022-07-01;9524;m;Michael;40;4;Zuzwil SG
2022-07-01;9525;w;Margrit;7;3;Lenggenwil
2022-07-01;9525;m;Andreas;9;2;Lenggenwil
2022-07-01;9525;m;Josef;8;4;Lenggenwil
2022-07-01;9525;m;Bruno;8;4;Lenggenwil
2022-07-01;9526;w;Claudia;15;1;Zuckenriet
2022-07-01;9526;w;Andrea;14;2;Zuckenriet
2022-07-01;9526;w;Manuela;8;4;Zuckenriet
2022-07-01;9526;w;Esther;8;4;Zuckenriet
2022-07-01;9526;m;Hans;13;2;Zuckenriet
2022-07-01;9527;w;Manuela;14;1;Niederhelfenschwil
2022-07-01;9527;w;Nadine;11;4;Niederhelfenschwil
2022-07-01;9527;w;Andrea;10;5;Niederhelfenschwil
2022-07-01;9527;w;Sandra;10;5;Niederhelfenschwil
2022-07-01;9527;w;Monika;10;5;Niederhelfenschwil
2022-07-01;9527;w;Claudia;10;5;Niederhelfenschwil
2022-07-01;6995;w;n/a;2;4;Madonna del Piano
2022-07-01;6997;m;Paolo;9;1;Sessa
2022-07-01;6997;m;Walter;8;2;Sessa
2022-07-01;6998;w;Daniela;14;4;Monteggio
2022-07-01;6998;m;Luca;12;5;Monteggio
2022-07-01;6999;w;Monica;6;3;Astano
2022-07-01;7000;w;Maria;483;1;Chur
2022-07-01;7012;m;Stefan;23;5;Felsberg
2022-07-01;7013;w;Rita;39;4;Domat/Ems
2022-07-01;7013;m;Marco;73;1;Domat/Ems
2022-07-01;7014;w;Elisabeth;13;1;Trin
2022-07-01;7015;w;Ursula;13;1;Tamins
2022-07-01;7015;w;Andrea;10;4;Tamins
2022-07-01;7015;m;Michael;12;2;Tamins
2022-07-01;7016;m;Stefan;7;2;Trin Mulin
2022-07-01;7017;w;Beatrice;16;5;Flims Dorf
2022-07-01;7018;w;Claudia;10;5;Flims Waldhaus
2022-07-01;7018;m;Michael;21;1;Flims Waldhaus
2022-07-01;7018;m;Thomas;21;1;Flims Waldhaus
2022-07-01;7023;w;Laura;10;2;Haldenstein
2022-07-01;7023;w;Elisabeth;8;5;Haldenstein
2022-07-01;7026;w;n/a;5;1;Maladers
2022-07-01;7028;m;Peter;8;1;Pagig/St. Peter
2022-07-01;7028;m;Christian;7;2;Pagig/St. Peter
2022-07-01;7028;m;n/a;5;3;Pagig/St. Peter
2022-07-01;7029;m;Peter;10;1;Peist
2022-07-01;7031;m;Peter;26;1;Laax GR
2022-07-01;7031;m;René;18;3;Laax GR
2022-07-01;7050;w;Sandra;39;2;Arosa
2022-07-01;7057;m;Peter;8;1;Langwies
2022-07-01;7057;m;Markus;6;3;Langwies
2022-07-01;7058;w;n/a;3;2;Litzirüti
2022-07-01;7058;w;n/a;2;4;Litzirüti
2022-07-01;7062;m;n/a;3;1;Passugg
2022-07-01;7064;m;Roland;8;3;Tschiertschen
2022-07-01;7064;m;Christian;7;5;Tschiertschen
2022-07-01;7074;w;Nicole;9;2;Malix
2022-07-01;7075;w;Maria;12;3;Churwalden
2022-07-01;7078;w;Susanne;31;3;Lenzerheide/Lai
2022-07-01;7078;m;Peter;78;1;Lenzerheide/Lai
2022-07-01;7082;w;Anita;7;4;Vaz/Obervaz
2022-07-01;7082;m;Peter;11;2;Vaz/Obervaz
2022-07-01;7082;m;Andreas;10;3;Vaz/Obervaz
2022-07-01;7083;w;Brigitte;13;2;Lantsch/Lenz
2022-07-01;7084;w;n/a;4;3;Brienz/Brinzauls
2022-07-01;7084;m;Hans;9;2;Brienz/Brinzauls
2022-07-01;7084;m;Markus;6;3;Brienz/Brinzauls
2022-07-01;7104;w;Barbara;6;1;Versam
2022-07-01;7104;m;Thomas;6;1;Versam
2022-07-01;7106;w;n/a;4;1;Tenna
2022-07-01;7106;w;n/a;2;5;Tenna
2022-07-01;7106;m;n/a;5;1;Tenna
2022-07-01;7109;m;n/a;3;1;Thalkirch
2022-07-01;7110;m;n/a;2;2;Peiden
2022-07-01;7111;w;n/a;2;2;Pitasch
2022-07-01;7111;m;n/a;4;1;Pitasch
2022-07-01;7126;m;n/a;5;2;Castrisch
2022-07-01;7127;m;n/a;4;3;Sevgein
2022-07-01;7130;w;Ursula;28;3;Schnaus/Ilanz
2022-07-01;7132;w;Ursula;21;1;Vals
2022-07-01;7132;w;Margrit;11;4;Vals
2022-07-01;7134;w;Ruth;25;2;Obersaxen
2022-07-01;7134;m;Peter;54;1;Obersaxen
2022-07-01;7137;w;Barbara;8;1;Flond
2022-07-01;7137;m;Peter;7;1;Flond
2022-07-01;7138;m;Urs;16;3;Surcuolm
2022-07-01;7142;m;Stefan;6;2;Cumbel
2022-07-01;7143;w;n/a;5;3;Morissen
2022-07-01;7143;m;Peter;7;2;Morissen
2022-07-01;7144;w;Silvia;12;3;Vella
2022-07-01;7144;m;Kurt;8;5;Vella
2022-07-01;7145;m;n/a;3;4;Degen
2022-07-01;7147;w;n/a;3;1;Vignogn
2022-07-01;4613;m;Peter;11;3;Rickenbach SO
2022-07-01;4613;m;Urs;11;3;Rickenbach SO
2022-07-01;4614;w;Sandra;39;1;Hägendorf
2022-07-01;4614;w;Maria;36;2;Hägendorf
2022-07-01;4614;w;Elisabeth;31;5;Hägendorf
2022-07-01;4614;m;Thomas;65;3;Hägendorf
2022-07-01;4614;m;Martin;39;5;Hägendorf
2022-07-01;4614;m;Michael;39;5;Hägendorf
2022-07-01;4616;w;Elisabeth;27;3;Kappel SO
2022-07-01;4616;w;Monika;23;4;Kappel SO
2022-07-01;4616;m;Thomas;39;2;Kappel SO
2022-07-01;4617;w;Monika;18;1;Gunzgen
2022-07-01;4617;m;Peter;24;2;Gunzgen
2022-07-01;4617;m;Michael;19;4;Gunzgen
2022-07-01;4617;m;Thomas;19;4;Gunzgen
2022-07-01;4618;w;Andrea;6;3;Boningen
2022-07-01;4618;w;Fabienne;6;3;Boningen
2022-07-01;4618;m;Peter;19;1;Boningen
2022-07-01;4618;m;Markus;11;2;Boningen
2022-07-01;4618;m;Michael;8;3;Boningen
2022-07-01;4622;w;Anna;29;1;Egerkingen
2022-07-01;4622;w;Claudia;25;5;Egerkingen
2022-07-01;4622;m;Daniel;45;2;Egerkingen
2022-07-01;4623;w;Daniela;15;2;Neuendorf
2022-07-01;4623;w;Nicole;15;2;Neuendorf
2022-07-01;4623;m;Peter;27;3;Neuendorf
2022-07-01;4624;w;Andrea;16;1;Härkingen
2022-07-01;4624;w;Sandra;15;4;Härkingen
2022-07-01;4624;m;Markus;19;3;Härkingen
2022-07-01;4624;m;Peter;18;4;Härkingen
2022-07-01;4625;m;Martin;24;3;Oberbuchsiten
2022-07-01;4626;w;Elisabeth;10;4;Niederbuchsiten
2022-07-01;4626;m;Daniel;18;3;Niederbuchsiten
2022-07-01;4628;w;Ursula;19;2;Wolfwil
2022-07-01;4628;m;Urs;34;1;Wolfwil
2022-07-01;4628;m;Daniel;27;2;Wolfwil
2022-07-01;4628;m;Markus;27;2;Wolfwil
2022-07-01;4628;m;Martin;25;5;Wolfwil
2022-07-01;4629;w;Doris;13;3;Fulenbach
2022-07-01;4629;w;Sandra;13;3;Fulenbach
2022-07-01;4629;m;Christian;21;5;Fulenbach
2022-07-01;4629;m;Thomas;21;5;Fulenbach
2022-07-01;4632;w;Maria;64;1;Trimbach
2022-07-01;4632;w;Ursula;29;2;Trimbach
2022-07-01;4632;m;Martin;39;4;Trimbach
2022-07-01;4652;w;Ruth;15;3;Winznau
2022-07-01;4652;w;Silvia;14;4;Winznau
2022-07-01;4652;m;Thomas;25;2;Winznau
2022-07-01;4652;m;Markus;21;5;Winznau
2022-07-01;4653;w;Ruth;19;2;Obergösgen
2022-07-01;4653;m;Martin;23;2;Obergösgen
2022-07-01;4653;m;Thomas;17;5;Obergösgen
2022-07-01;4653;m;Urs;17;5;Obergösgen
2022-07-01;4654;w;Ruth;34;1;Lostorf
2022-07-01;4654;w;Susanne;30;3;Lostorf
2022-07-01;4654;w;Claudia;27;5;Lostorf
2022-07-01;4654;m;Daniel;51;1;Lostorf
2022-07-01;4655;w;Ursula;10;2;Stüsslingen/Rohr b. Olten
2022-07-01;4655;w;Andrea;10;2;Stüsslingen/Rohr b. Olten
2022-07-01;4655;w;Karin;9;5;Stüsslingen/Rohr b. Olten
2022-07-01;4655;w;Katharina;9;5;Stüsslingen/Rohr b. Olten
2022-07-01;4655;w;Nicole;9;5;Stüsslingen/Rohr b. Olten
2022-07-01;4655;m;Marcel;12;4;Stüsslingen/Rohr b. Olten
2022-07-01;4656;w;Claudia;15;2;Starrkirch-Wil
2022-07-01;4656;m;Thomas;18;4;Starrkirch-Wil
2022-07-01;4656;m;Marco;15;5;Starrkirch-Wil
2022-07-01;4657;m;Peter;55;1;Dulliken
2022-07-01;4657;m;Markus;36;2;Dulliken
2022-07-01;4657;m;Daniel;34;3;Dulliken
2022-07-01;4657;m;Christian;31;5;Dulliken
2022-07-01;4657;m;Urs;31;5;Dulliken
2022-07-01;4658;w;Ruth;18;2;Däniken SO
2022-07-01;4658;w;Sandra;18;2;Däniken SO
2022-07-01;4658;m;Daniel;50;1;Däniken SO
2022-07-01;4663;w;Ursula;50;3;Aarburg
2022-07-01;4663;w;Susanne;36;5;Aarburg
2022-07-01;4663;m;Marco;45;4;Aarburg
2022-07-01;4663;m;Hans;43;5;Aarburg
2022-07-01;4665;w;Monika;78;2;Oftringen
2022-07-01;4665;w;Ursula;75;3;Oftringen
2022-07-01;4665;w;Andrea;72;4;Oftringen
2022-07-01;4665;w;Sandra;72;4;Oftringen
2022-07-01;4665;m;Peter;141;1;Oftringen
2022-07-01;4665;m;Thomas;110;2;Oftringen
2022-07-01;4665;m;Hans;88;4;Oftringen
2022-07-01;4702;w;Ruth;37;1;Oensingen
2022-07-01;4702;w;Maria;32;4;Oensingen
2022-07-01;4702;w;Anita;31;5;Oensingen
2022-07-01;4702;m;Daniel;51;2;Oensingen
2022-07-01;4702;m;Stefan;42;4;Oensingen
2022-07-01;4703;w;Nicole;14;3;Kestenholz
2022-07-01;4703;m;Urs;33;1;Kestenholz
2022-07-01;4703;m;Thomas;20;4;Kestenholz
2022-07-01;4703;m;Daniel;19;5;Kestenholz
2022-07-01;4703;m;Martin;19;5;Kestenholz
2022-07-01;4703;m;Andreas;19;5;Kestenholz
2022-07-01;4704;w;Elisabeth;37;3;Niederbipp/Wolfisberg
2022-07-01;4704;w;Erika;34;5;Niederbipp/Wolfisberg
2022-07-01;4704;m;Peter;82;1;Niederbipp/Wolfisberg
2022-07-01;4710;w;Elisabeth;42;2;Balsthal
2022-07-01;4710;w;Monika;36;3;Balsthal
2022-07-01;4710;w;Sandra;35;4;Balsthal
2022-07-01;4710;m;Peter;75;1;Balsthal
2022-07-01;4710;m;Thomas;57;3;Balsthal
2022-07-01;4712;w;Andrea;15;2;Laupersdorf
2022-07-01;4712;w;Sandra;14;4;Laupersdorf
2022-07-01;4712;m;Thomas;22;1;Laupersdorf
2022-07-01;4713;w;Sonja;12;1;Matzendorf
2022-07-01;4713;w;Rosmarie;12;1;Matzendorf
2022-07-01;4713;w;Marianne;10;4;Matzendorf
2022-07-01;4713;w;Nicole;9;5;Matzendorf
2022-07-01;4713;w;Tanja;9;5;Matzendorf
2022-07-01;4713;m;Peter;20;1;Matzendorf
2022-07-01;4713;m;Markus;16;4;Matzendorf
2022-07-01;4713;m;Martin;14;5;Matzendorf
2022-07-01;4713;m;Andreas;14;5;Matzendorf
2022-07-01;4714;w;Elisabeth;10;1;Aedermannsdorf
2022-07-01;4714;m;Martin;8;4;Aedermannsdorf
2022-07-01;4715;m;Daniel;12;1;Herbetswil
2022-07-01;4715;m;Michael;7;4;Herbetswil
2022-07-01;4715;m;Christian;6;5;Herbetswil
2022-07-01;4716;w;Ursula;11;3;Welschenrohr/Gänsbrunnen
2022-07-01;4716;w;Verena;11;3;Welschenrohr/Gänsbrunnen
2022-07-01;4716;w;Marianne;11;3;Welschenrohr/Gänsbrunnen
2022-07-01;4716;m;Peter;20;1;Welschenrohr/Gänsbrunnen
2022-07-01;4716;m;Markus;16;3;Welschenrohr/Gänsbrunnen
2022-07-01;4716;m;Beat;15;4;Welschenrohr/Gänsbrunnen
2022-07-01;4717;w;Nicole;18;5;Mümliswil
2022-07-01;4717;m;Urs;37;3;Mümliswil
2022-07-01;4717;m;Stefan;21;5;Mümliswil
2022-07-01;4718;w;Judith;6;2;Holderbank SO
2022-07-01;4718;m;Peter;13;1;Holderbank SO
2022-07-01;4719;w;n/a;5;1;Ramiswil
2022-07-01;4719;m;Urs;6;3;Ramiswil
2022-07-01;4802;m;Thomas;47;3;Strengelbach
2022-07-01;4803;w;Verena;18;3;Vordemwald
2022-07-01;4803;w;Ursula;16;5;Vordemwald
2022-07-01;4803;m;Thomas;30;1;Vordemwald
2022-07-01;4803;m;Walter;26;3;Vordemwald
2022-07-01;4803;m;Daniel;26;3;Vordemwald
2022-07-01;4803;m;Stefan;23;5;Vordemwald
2022-07-01;4805;w;Barbara;30;2;Brittnau
2022-07-01;4805;w;Brigitte;29;3;Brittnau
2022-07-01;4805;w;Susanne;27;5;Brittnau
2022-07-01;4805;m;Peter;67;1;Brittnau
2022-07-01;4805;m;Daniel;58;2;Brittnau
2022-07-01;4806;m;Stefan;19;1;Wikon
2022-07-01;4806;m;Hans;14;3;Wikon
2022-07-01;4812;w;Margrit;9;3;Mühlethal
2022-07-01;4812;w;Karin;9;3;Mühlethal
2022-07-01;4812;m;Marcel;11;4;Mühlethal
2022-07-01;4812;m;Simon;9;5;Mühlethal
2022-07-01;4813;w;Ruth;12;2;Uerkheim
2022-07-01;9527;m;Martin;19;4;Niederhelfenschwil
2022-07-01;9532;w;Sandra;17;2;Rickenbach b. Wil
2022-07-01;9533;m;Michael;38;1;Kirchberg SG/Dietschwil
2022-07-01;9534;w;Andrea;9;2;Gähwil
2022-07-01;9534;w;Rita;8;4;Gähwil
2022-07-01;9534;m;Michael;14;2;Gähwil
2022-07-01;9535;w;Claudia;29;2;Wilen b. Wil
2022-07-01;9535;w;Maria;25;3;Wilen b. Wil
2022-07-01;9535;w;Manuela;18;5;Wilen b. Wil
2022-07-01;9535;w;Brigitte;18;5;Wilen b. Wil
2022-07-01;9535;m;Andreas;30;1;Wilen b. Wil
2022-07-01;9535;m;Daniel;25;2;Wilen b. Wil
2022-07-01;9535;m;Christian;21;4;Wilen b. Wil
2022-07-01;9536;w;Sandra;16;4;Schwarzenbach SG
2022-07-01;9536;m;Stefan;20;1;Schwarzenbach SG
2022-07-01;9536;m;Andreas;17;4;Schwarzenbach SG
2022-07-01;9542;w;Maria;53;1;Münchwilen TG
2022-07-01;9542;m;Peter;43;1;Münchwilen TG
2022-07-01;9542;m;Daniel;42;2;Münchwilen TG
2022-07-01;9542;m;Michael;32;4;Münchwilen TG
2022-07-01;9542;m;Marco;30;5;Münchwilen TG
2022-07-01;9543;m;Stefan;12;2;St. Margarethen TG
2022-07-01;9543;m;Michael;9;4;St. Margarethen TG
2022-07-01;9543;m;Thomas;9;4;St. Margarethen TG
2022-07-01;9545;w;Monika;27;4;Wängi
2022-07-01;9545;w;Daniela;24;5;Wängi
2022-07-01;9546;w;Karin;7;1;Tuttwil
2022-07-01;9546;m;Markus;8;1;Tuttwil
2022-07-01;9546;m;Peter;8;1;Tuttwil
2022-07-01;9546;m;Andreas;7;3;Tuttwil
2022-07-01;9547;w;n/a;5;2;Wittenwil
2022-07-01;9547;m;n/a;5;3;Wittenwil
2022-07-01;9548;w;Maria;21;1;Matzingen
2022-07-01;9548;w;Monika;20;3;Matzingen
2022-07-01;9548;w;Sandra;19;4;Matzingen
2022-07-01;9548;w;Nicole;19;4;Matzingen
2022-07-01;9548;m;Peter;51;1;Matzingen
2022-07-01;9548;m;Michael;26;3;Matzingen
2022-07-01;9548;m;Markus;26;3;Matzingen
2022-07-01;9552;w;Monika;23;2;Bronschhofen
2022-07-01;9552;w;Rita;20;4;Bronschhofen
2022-07-01;9552;w;Claudia;19;5;Bronschhofen
2022-07-01;9552;m;Michael;27;4;Bronschhofen
2022-07-01;9553;w;Astrid;8;3;Bettwiesen
2022-07-01;9553;m;Andreas;18;1;Bettwiesen
2022-07-01;9554;w;n/a;5;4;Tägerschen
2022-07-01;9554;m;Andreas;9;2;Tägerschen
2022-07-01;9554;m;Peter;9;2;Tägerschen
2022-07-01;9555;w;Sandra;11;1;Tobel
2022-07-01;9555;w;Monika;11;1;Tobel
2022-07-01;9555;w;Heidi;10;3;Tobel
2022-07-01;9555;m;Marco;10;5;Tobel
2022-07-01;9556;m;Martin;16;4;Affeltrangen/Zezikon
2022-07-01;9562;w;Monika;11;2;Buch b. Märwil/Märwil
2022-07-01;9562;w;Sabrina;9;3;Buch b. Märwil/Märwil
2022-07-01;9562;w;Anna;8;4;Buch b. Märwil/Märwil
2022-07-01;9562;w;Heidi;8;4;Buch b. Märwil/Märwil
2022-07-01;9562;w;Yvonne;8;4;Buch b. Märwil/Märwil
2022-07-01;9565;w;Erika;9;4;Rothenhausen/Schmidshof/Oppikon/Bussnang/Oberbussnang
2022-07-01;9565;m;Stefan;19;2;Rothenhausen/Schmidshof/Oppikon/Bussnang/Oberbussnang
2022-07-01;9565;m;Martin;16;3;Rothenhausen/Schmidshof/Oppikon/Bussnang/Oberbussnang
2022-07-01;9565;m;Daniel;16;3;Rothenhausen/Schmidshof/Oppikon/Bussnang/Oberbussnang
2022-07-01;9573;m;n/a;3;2;Littenheid
2022-07-01;9573;m;n/a;2;5;Littenheid
2022-07-01;9601;w;Heidi;6;2;Lütisburg Station
2022-07-01;9601;w;n/a;4;5;Lütisburg Station
2022-07-01;9601;m;Thomas;6;3;Lütisburg Station
2022-07-01;9601;m;Bruno;6;3;Lütisburg Station
2022-07-01;9602;w;Margrit;25;3;Müselbach/Bazenheid
2022-07-01;9602;m;Peter;50;1;Müselbach/Bazenheid
2022-07-01;9602;m;Hans;33;3;Müselbach/Bazenheid
2022-07-01;9602;m;Stefan;30;5;Müselbach/Bazenheid
2022-07-01;9604;w;Maria;11;4;Oberrindal/Lütisburg/Unterrindal
2022-07-01;9606;w;Maria;23;3;Bütschwil
2022-07-01;9606;w;Monika;23;3;Bütschwil
2022-07-01;9607;w;Sandra;14;4;Mosnang
2022-07-01;9607;m;Urs;19;4;Mosnang
2022-07-01;9607;m;Daniel;19;4;Mosnang
2022-07-01;9608;w;Sandra;13;1;Ganterschwil
2022-07-01;9608;w;Manuela;11;3;Ganterschwil
2022-07-01;9608;w;Silvia;9;5;Ganterschwil
2022-07-01;9608;m;Andreas;15;3;Ganterschwil
2022-07-01;9608;m;Bruno;12;5;Ganterschwil
2022-07-01;9612;m;Stefan;6;1;Dreien
2022-07-01;9612;m;Andreas;6;1;Dreien
2022-07-01;9613;w;Heidi;6;1;Mühlrüti
